Kod;Nazwa;Wypadki drogowe według pojazdu sprawcy;Rok;Wartosc;Jednostka miary;Atrybut
1600000;OPOLSKIE;inne pojazdy - ogółem;2021;14;szt.; 
1600000;OPOLSKIE;inne pojazdy - ogółem;2022;16;szt.; 
1600000;OPOLSKIE;inne pojazdy - ogółem;2023;9;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2002;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2003;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2004;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2005;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2006;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2007;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2008;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2009;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2010;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2011;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2012;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2013;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2014;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2015;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2016;-;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2017;5;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2018;10;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2019;9;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2020;13;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2021;6;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2022;3;szt.; 
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2023;5;szt.; 
1800000;PODKARPACKIE;ogółem;2002;-;szt.; 
1800000;PODKARPACKIE;ogółem;2003;-;szt.; 
1800000;PODKARPACKIE;ogółem;2004;-;szt.; 
1800000;PODKARPACKIE;ogółem;2005;-;szt.; 
1800000;PODKARPACKIE;ogółem;2006;-;szt.; 
1800000;PODKARPACKIE;ogółem;2007;-;szt.; 
1800000;PODKARPACKIE;ogółem;2008;-;szt.; 
1800000;PODKARPACKIE;ogółem;2009;-;szt.; 
1800000;PODKARPACKIE;ogółem;2010;-;szt.; 
1800000;PODKARPACKIE;ogółem;2011;-;szt.; 
1800000;PODKARPACKIE;ogółem;2012;-;szt.; 
1800000;PODKARPACKIE;ogółem;2013;-;szt.; 
1800000;PODKARPACKIE;ogółem;2014;1478;szt.; 
1800000;PODKARPACKIE;ogółem;2015;1445;szt.; 
1800000;PODKARPACKIE;ogółem;2016;1488;szt.; 
1800000;PODKARPACKIE;ogółem;2017;1501;szt.; 
1800000;PODKARPACKIE;ogółem;2018;1322;szt.; 
1800000;PODKARPACKIE;ogółem;2019;1328;szt.; 
1800000;PODKARPACKIE;ogółem;2020;1032;szt.; 
1800000;PODKARPACKIE;ogółem;2021;1116;szt.; 
1800000;PODKARPACKIE;ogółem;2022;952;szt.; 
1800000;PODKARPACKIE;ogółem;2023;1078;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2002;-;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2003;-;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2004;-;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2005;-;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2006;-;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2007;-;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2008;-;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2009;-;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2010;-;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2011;-;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2012;-;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2013;-;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2014;1134;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2015;1131;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2016;1116;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2017;1139;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2018;947;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2019;1003;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2020;727;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2021;813;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2022;680;szt.; 
1800000;PODKARPACKIE;samochody osobowe;2023;789;szt.; 
1800000;PODKARPACKIE;motocykle;2002;-;szt.; 
1800000;PODKARPACKIE;motocykle;2003;-;szt.; 
1800000;PODKARPACKIE;motocykle;2004;-;szt.; 
1800000;PODKARPACKIE;motocykle;2005;-;szt.; 
1800000;PODKARPACKIE;motocykle;2006;-;szt.; 
1800000;PODKARPACKIE;motocykle;2007;-;szt.; 
1800000;PODKARPACKIE;motocykle;2008;-;szt.; 
1800000;PODKARPACKIE;motocykle;2009;-;szt.; 
1800000;PODKARPACKIE;motocykle;2010;-;szt.; 
1800000;PODKARPACKIE;motocykle;2011;-;szt.; 
1800000;PODKARPACKIE;motocykle;2012;-;szt.; 
1800000;PODKARPACKIE;motocykle;2013;-;szt.; 
1800000;PODKARPACKIE;motocykle;2014;48;szt.; 
1800000;PODKARPACKIE;motocykle;2015;50;szt.; 
1800000;PODKARPACKIE;motocykle;2016;56;szt.; 
1800000;PODKARPACKIE;motocykle;2017;42;szt.; 
1800000;PODKARPACKIE;motocykle;2018;46;szt.; 
1800000;PODKARPACKIE;motocykle;2019;45;szt.; 
1800000;PODKARPACKIE;motocykle;2020;41;szt.; 
1800000;PODKARPACKIE;motocykle;2021;39;szt.; 
1800000;PODKARPACKIE;motocykle;2022;35;szt.; 
1800000;PODKARPACKIE;motocykle;2023;41;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2002;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2003;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2004;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2005;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2006;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2007;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2008;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2009;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2010;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2011;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2012;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2013;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2014;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2015;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2016;-;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2017;10;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2018;13;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2019;11;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2020;17;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2021;13;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2022;13;szt.; 
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2023;13;szt.; 
1800000;PODKARPACKIE;rowery;2002;-;szt.; 
1800000;PODKARPACKIE;rowery;2003;-;szt.; 
1800000;PODKARPACKIE;rowery;2004;-;szt.; 
1800000;PODKARPACKIE;rowery;2005;-;szt.; 
1800000;PODKARPACKIE;rowery;2006;-;szt.; 
1800000;PODKARPACKIE;rowery;2007;-;szt.; 
1800000;PODKARPACKIE;rowery;2008;-;szt.; 
1800000;PODKARPACKIE;rowery;2009;-;szt.; 
1800000;PODKARPACKIE;rowery;2010;-;szt.; 
1800000;PODKARPACKIE;rowery;2011;-;szt.; 
1800000;PODKARPACKIE;rowery;2012;-;szt.; 
1800000;PODKARPACKIE;rowery;2013;-;szt.; 
1800000;PODKARPACKIE;rowery;2014;134;szt.; 
1800000;PODKARPACKIE;rowery;2015;112;szt.; 
1800000;PODKARPACKIE;rowery;2016;133;szt.; 
1800000;PODKARPACKIE;rowery;2017;120;szt.; 
1800000;PODKARPACKIE;rowery;2018;107;szt.; 
1800000;PODKARPACKIE;rowery;2019;99;szt.; 
1800000;PODKARPACKIE;rowery;2020;104;szt.; 
1800000;PODKARPACKIE;rowery;2021;75;szt.; 
1800000;PODKARPACKIE;rowery;2022;77;szt.; 
1800000;PODKARPACKIE;rowery;2023;77;szt.; 
1800000;PODKARPACKIE;motorowery;2002;-;szt.; 
1800000;PODKARPACKIE;motorowery;2003;-;szt.; 
1800000;PODKARPACKIE;motorowery;2004;-;szt.; 
1800000;PODKARPACKIE;motorowery;2005;-;szt.; 
1800000;PODKARPACKIE;motorowery;2006;-;szt.; 
1800000;PODKARPACKIE;motorowery;2007;-;szt.; 
1800000;PODKARPACKIE;motorowery;2008;-;szt.; 
1800000;PODKARPACKIE;motorowery;2009;-;szt.; 
1800000;PODKARPACKIE;motorowery;2010;-;szt.; 
1800000;PODKARPACKIE;motorowery;2011;-;szt.; 
1800000;PODKARPACKIE;motorowery;2012;-;szt.; 
1800000;PODKARPACKIE;motorowery;2013;-;szt.; 
1800000;PODKARPACKIE;motorowery;2014;44;szt.; 
1800000;PODKARPACKIE;motorowery;2015;43;szt.; 
1800000;PODKARPACKIE;motorowery;2016;36;szt.; 
1800000;PODKARPACKIE;motorowery;2017;30;szt.; 
1800000;PODKARPACKIE;motorowery;2018;32;szt.; 
1800000;PODKARPACKIE;motorowery;2019;37;szt.; 
1800000;PODKARPACKIE;motorowery;2020;26;szt.; 
1800000;PODKARPACKIE;motorowery;2021;36;szt.; 
1800000;PODKARPACKIE;motorowery;2022;27;szt.; 
1800000;PODKARPACKIE;motorowery;2023;14;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2002;-;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2003;-;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2004;-;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2005;-;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2006;-;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2007;-;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2008;-;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2009;-;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2010;-;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2011;-;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2012;-;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2013;-;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2014;83;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2015;69;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2016;96;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2017;105;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2018;100;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2019;71;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2020;64;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2021;90;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2022;62;szt.; 
1800000;PODKARPACKIE;samochody ciężarowe;2023;69;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2002;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2003;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2004;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2005;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2006;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2007;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2008;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2009;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2010;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2011;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2012;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2013;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2014;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2015;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2016;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2017;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2018;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2019;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2020;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2021;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2022;-;szt.; 
1800000;PODKARPACKIE;"hulajnogi elektryczne			";2023;15;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2002;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2003;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2004;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2005;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2006;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2007;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2008;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2009;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2010;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2011;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2012;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2013;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2014;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2015;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2016;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2017;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2018;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2019;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2020;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2021;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2022;-;szt.; 
1800000;PODKARPACKIE;urządzenie transportu osobistego;2023;1;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2002;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2003;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2004;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2005;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2006;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2007;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2008;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2009;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2010;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2011;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2012;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2013;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2014;35;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2015;40;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2016;51;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2017;55;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2018;77;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2019;62;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2020;53;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2021;50;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2022;58;szt.; 
1800000;PODKARPACKIE;inne pojazdy - ogółem;2023;59;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2002;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2003;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2004;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2005;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2006;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2007;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2008;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2009;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2010;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2011;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2012;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2013;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2014;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2015;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2016;-;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2017;13;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2018;24;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2019;35;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2020;24;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2021;23;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2022;17;szt.; 
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2023;20;szt.; 
2000000;PODLASKIE;ogółem;2002;-;szt.; 
2000000;PODLASKIE;ogółem;2003;-;szt.; 
2000000;PODLASKIE;ogółem;2004;-;szt.; 
2000000;PODLASKIE;ogółem;2005;-;szt.; 
2000000;PODLASKIE;ogółem;2006;-;szt.; 
2000000;PODLASKIE;ogółem;2007;-;szt.; 
2000000;PODLASKIE;ogółem;2008;-;szt.; 
2000000;PODLASKIE;ogółem;2009;-;szt.; 
2000000;PODLASKIE;ogółem;2010;-;szt.; 
2000000;PODLASKIE;ogółem;2011;-;szt.; 
2000000;PODLASKIE;ogółem;2012;-;szt.; 
2000000;PODLASKIE;ogółem;2013;-;szt.; 
2000000;PODLASKIE;ogółem;2014;564;szt.; 
2000000;PODLASKIE;ogółem;2015;582;szt.; 
2000000;PODLASKIE;ogółem;2016;613;szt.; 
2000000;PODLASKIE;ogółem;2017;622;szt.; 
2000000;PODLASKIE;ogółem;2018;605;szt.; 
2000000;PODLASKIE;ogółem;2019;515;szt.; 
2000000;PODLASKIE;ogółem;2020;393;szt.; 
2000000;PODLASKIE;ogółem;2021;400;szt.; 
2000000;PODLASKIE;ogółem;2022;310;szt.; 
2000000;PODLASKIE;ogółem;2023;314;szt.; 
2000000;PODLASKIE;samochody osobowe;2002;-;szt.; 
2000000;PODLASKIE;samochody osobowe;2003;-;szt.; 
2000000;PODLASKIE;samochody osobowe;2004;-;szt.; 
2000000;PODLASKIE;samochody osobowe;2005;-;szt.; 
2000000;PODLASKIE;samochody osobowe;2006;-;szt.; 
2000000;PODLASKIE;samochody osobowe;2007;-;szt.; 
2000000;PODLASKIE;samochody osobowe;2008;-;szt.; 
2000000;PODLASKIE;samochody osobowe;2009;-;szt.; 
2000000;PODLASKIE;samochody osobowe;2010;-;szt.; 
2000000;PODLASKIE;samochody osobowe;2011;-;szt.; 
2000000;PODLASKIE;samochody osobowe;2012;-;szt.; 
2000000;PODLASKIE;samochody osobowe;2013;-;szt.; 
2000000;PODLASKIE;samochody osobowe;2014;422;szt.; 
2000000;PODLASKIE;samochody osobowe;2015;471;szt.; 
2000000;PODLASKIE;samochody osobowe;2016;467;szt.; 
2000000;PODLASKIE;samochody osobowe;2017;467;szt.; 
2000000;PODLASKIE;samochody osobowe;2018;466;szt.; 
2000000;PODLASKIE;samochody osobowe;2019;384;szt.; 
2000000;PODLASKIE;samochody osobowe;2020;308;szt.; 
2000000;PODLASKIE;samochody osobowe;2021;292;szt.; 
2000000;PODLASKIE;samochody osobowe;2022;199;szt.; 
2000000;PODLASKIE;samochody osobowe;2023;224;szt.; 
2000000;PODLASKIE;motocykle;2002;-;szt.; 
2000000;PODLASKIE;motocykle;2003;-;szt.; 
2000000;PODLASKIE;motocykle;2004;-;szt.; 
2000000;PODLASKIE;motocykle;2005;-;szt.; 
2000000;PODLASKIE;motocykle;2006;-;szt.; 
2000000;PODLASKIE;motocykle;2007;-;szt.; 
2000000;PODLASKIE;motocykle;2008;-;szt.; 
2000000;PODLASKIE;motocykle;2009;-;szt.; 
2000000;PODLASKIE;motocykle;2010;-;szt.; 
2000000;PODLASKIE;motocykle;2011;-;szt.; 
2000000;PODLASKIE;motocykle;2012;-;szt.; 
2000000;PODLASKIE;motocykle;2013;-;szt.; 
2000000;PODLASKIE;motocykle;2014;19;szt.; 
2000000;PODLASKIE;motocykle;2015;18;szt.; 
2000000;PODLASKIE;motocykle;2016;20;szt.; 
2000000;PODLASKIE;motocykle;2017;16;szt.; 
2000000;PODLASKIE;motocykle;2018;13;szt.; 
2000000;PODLASKIE;motocykle;2019;15;szt.; 
2000000;PODLASKIE;motocykle;2020;20;szt.; 
2000000;PODLASKIE;motocykle;2021;18;szt.; 
2000000;PODLASKIE;motocykle;2022;11;szt.; 
2000000;PODLASKIE;motocykle;2023;9;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2002;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2003;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2004;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2005;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2006;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2007;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2008;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2009;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2010;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2011;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2012;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2013;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2014;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2015;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2016;-;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2017;3;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2018;6;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2019;2;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2020;2;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2021;3;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2022;1;szt.; 
2000000;PODLASKIE;motocykle o pojemności silnika do 125 cm3;2023;3;szt.; 
2000000;PODLASKIE;rowery;2002;-;szt.; 
2000000;PODLASKIE;rowery;2003;-;szt.; 
2000000;PODLASKIE;rowery;2004;-;szt.; 
2000000;PODLASKIE;rowery;2005;-;szt.; 
2000000;PODLASKIE;rowery;2006;-;szt.; 
2000000;PODLASKIE;rowery;2007;-;szt.; 
2000000;PODLASKIE;rowery;2008;-;szt.; 
2000000;PODLASKIE;rowery;2009;-;szt.; 
2000000;PODLASKIE;rowery;2010;-;szt.; 
2000000;PODLASKIE;rowery;2011;-;szt.; 
2000000;PODLASKIE;rowery;2012;-;szt.; 
2000000;PODLASKIE;rowery;2013;-;szt.; 
2000000;PODLASKIE;rowery;2014;27;szt.; 
2000000;PODLASKIE;rowery;2015;24;szt.; 
2000000;PODLASKIE;rowery;2016;28;szt.; 
2000000;PODLASKIE;rowery;2017;31;szt.; 
2000000;PODLASKIE;rowery;2018;23;szt.; 
2000000;PODLASKIE;rowery;2019;30;szt.; 
2000000;PODLASKIE;rowery;2020;16;szt.; 
2000000;PODLASKIE;rowery;2021;21;szt.; 
2000000;PODLASKIE;rowery;2022;21;szt.; 
2000000;PODLASKIE;rowery;2023;20;szt.; 
2000000;PODLASKIE;motorowery;2002;-;szt.; 
2000000;PODLASKIE;motorowery;2003;-;szt.; 
2000000;PODLASKIE;motorowery;2004;-;szt.; 
2000000;PODLASKIE;motorowery;2005;-;szt.; 
2000000;PODLASKIE;motorowery;2006;-;szt.; 
2000000;PODLASKIE;motorowery;2007;-;szt.; 
2000000;PODLASKIE;motorowery;2008;-;szt.; 
2000000;PODLASKIE;motorowery;2009;-;szt.; 
2000000;PODLASKIE;motorowery;2010;-;szt.; 
2000000;PODLASKIE;motorowery;2011;-;szt.; 
2000000;PODLASKIE;motorowery;2012;-;szt.; 
2000000;PODLASKIE;motorowery;2013;-;szt.; 
2000000;PODLASKIE;motorowery;2014;14;szt.; 
2000000;PODLASKIE;motorowery;2015;10;szt.; 
2000000;PODLASKIE;motorowery;2016;15;szt.; 
2000000;PODLASKIE;motorowery;2017;12;szt.; 
2000000;PODLASKIE;motorowery;2018;7;szt.; 
2000000;PODLASKIE;motorowery;2019;8;szt.; 
2000000;PODLASKIE;motorowery;2020;6;szt.; 
2000000;PODLASKIE;motorowery;2021;6;szt.; 
2000000;PODLASKIE;motorowery;2022;6;szt.; 
2000000;PODLASKIE;motorowery;2023;3;szt.; 
2000000;PODLASKIE;samochody ciężarowe;2002;-;szt.; 
2000000;PODLASKIE;samochody ciężarowe;2003;-;szt.; 
2000000;PODLASKIE;samochody ciężarowe;2004;-;szt.; 
2000000;PODLASKIE;samochody ciężarowe;2005;-;szt.; 
2000000;PODLASKIE;samochody ciężarowe;2006;-;szt.; 
2000000;PODLASKIE;samochody ciężarowe;2007;-;szt.; 
2000000;PODLASKIE;samochody ciężarowe;2008;-;szt.; 
