Kod;Nazwa;Wypadki drogowe według pojazdu sprawcy;Rok;Wartosc;Jednostka miary;Atrybut
2600000;ŚWIĘTOKRZYSKIE;motocykle;2021;28;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle;2022;11;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle;2023;14;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2002;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2003;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2004;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2005;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2006;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2007;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2008;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2009;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2010;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2011;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2012;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2013;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2014;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2015;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2016;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2017;8;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2018;5;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2019;9;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2020;10;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2021;8;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2022;3;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motocykle o pojemności silnika do 125 cm3;2023;6;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2002;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2003;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2004;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2005;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2006;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2007;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2008;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2009;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2010;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2011;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2012;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2013;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2014;67;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2015;61;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2016;74;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2017;55;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2018;53;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2019;71;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2020;45;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2021;36;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2022;38;szt.; 
2600000;ŚWIĘTOKRZYSKIE;rowery;2023;32;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2002;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2003;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2004;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2005;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2006;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2007;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2008;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2009;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2010;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2011;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2012;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2013;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2014;47;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2015;37;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2016;43;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2017;27;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2018;28;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2019;37;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2020;16;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2021;17;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2022;14;szt.; 
2600000;ŚWIĘTOKRZYSKIE;motorowery;2023;5;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2002;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2003;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2004;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2005;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2006;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2007;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2008;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2009;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2010;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2011;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2012;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2013;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2014;57;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2015;66;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2016;93;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2017;104;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2018;100;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2019;58;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2020;55;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2021;73;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2022;42;szt.; 
2600000;ŚWIĘTOKRZYSKIE;samochody ciężarowe;2023;45;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2002;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2003;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2004;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2005;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2006;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2007;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2008;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2009;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2010;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2011;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2012;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2013;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2014;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2015;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2016;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2017;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2018;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2019;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2020;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2021;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2022;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;"hulajnogi elektryczne			";2023;10;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2002;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2003;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2004;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2005;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2006;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2007;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2008;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2009;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2010;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2011;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2012;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2013;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2014;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2015;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2016;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2017;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2018;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2019;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2020;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2021;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2022;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;urządzenie transportu osobistego;2023;0;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2002;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2003;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2004;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2005;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2006;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2007;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2008;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2009;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2010;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2011;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2012;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2013;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2014;22;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2015;38;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2016;52;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2017;33;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2018;35;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2019;44;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2020;37;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2021;25;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2022;35;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - ogółem;2023;29;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2002;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2003;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2004;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2005;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2006;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2007;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2008;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2009;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2010;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2011;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2012;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2013;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2014;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2015;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2016;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2017;7;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2018;8;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2019;5;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2020;13;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2021;3;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2022;6;szt.; 
2600000;ŚWIĘTOKRZYSKIE;inne pojazdy - pojazd nieustalony;2023;6;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2002;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2003;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2004;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2005;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2006;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2007;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2008;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2009;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2010;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2011;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2012;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2013;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2014;1317;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2015;1259;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2016;1331;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2017;1220;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2018;1062;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2019;1056;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2020;912;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2021;818;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2022;725;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2023;672;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2002;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2003;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2004;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2005;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2006;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2007;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2008;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2009;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2010;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2011;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2012;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2013;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2014;1030;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2015;996;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2016;997;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2017;941;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2018;772;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2019;807;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2020;666;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2021;582;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2022;516;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody osobowe;2023;476;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2002;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2003;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2004;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2005;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2006;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2007;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2008;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2009;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2010;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2011;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2012;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2013;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2014;46;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2015;36;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2016;53;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2017;28;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2018;32;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2019;37;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2020;44;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2021;39;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2022;28;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle;2023;33;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2002;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2003;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2004;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2005;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2006;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2007;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2008;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2009;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2010;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2011;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2012;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2013;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2014;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2015;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2016;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2017;11;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2018;7;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2019;14;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2020;8;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2021;8;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2022;7;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motocykle o pojemności silnika do 125 cm3;2023;5;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2002;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2003;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2004;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2005;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2006;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2007;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2008;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2009;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2010;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2011;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2012;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2013;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2014;72;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2015;82;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2016;85;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2017;52;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2018;78;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2019;69;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2020;59;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2021;53;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2022;51;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;rowery;2023;43;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2002;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2003;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2004;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2005;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2006;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2007;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2008;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2009;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2010;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2011;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2012;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2013;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2014;45;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2015;37;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2016;43;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2017;33;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2018;45;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2019;27;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2020;31;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2021;27;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2022;28;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;motorowery;2023;19;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody ciężarowe;2002;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody ciężarowe;2003;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody ciężarowe;2004;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody ciężarowe;2005;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody ciężarowe;2006;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody ciężarowe;2007;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody ciężarowe;2008;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;samochody ciężarowe;2009;-;szt.; 
