Kod;Nazwa;Ważniejsze przyczyny wypadków;Rok;Wartosc;Jednostka miary;Atrybut
2600000;ŚWIĘTOKRZYSKIE;ogółem;2022;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;ogółem;2023;669;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - ogółem;2014;972;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - ogółem;2015;1057;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - ogółem;2016;1135;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - ogółem;2017;1030;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - ogółem;2018;980;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - ogółem;2019;894;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - ogółem;2020;720;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - ogółem;2021;672;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - ogółem;2022;553;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - ogółem;2023;581;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2014;317;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2015;299;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2016;278;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2017;270;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2018;246;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2019;227;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2020;212;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2021;171;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2022;124;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2023;122;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2014;261;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2015;294;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2016;302;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2017;260;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2018;270;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2019;222;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2020;167;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2021;176;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2022;132;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2023;161;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2014;40;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2015;57;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2016;68;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2017;52;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2018;51;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2019;36;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2020;37;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2021;35;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2022;36;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2023;33;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2014;98;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2015;106;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2016;114;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2017;125;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2018;107;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2019;101;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2020;81;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2021;88;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2022;76;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2023;87;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2014;77;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2015;102;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2016;123;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2017;100;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2018;99;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2019;77;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2020;69;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2021;59;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2022;60;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2023;56;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - pozostałe;2014;179;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - pozostałe;2015;199;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - pozostałe;2016;250;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - pozostałe;2017;223;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - pozostałe;2018;207;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - pozostałe;2019;231;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - pozostałe;2020;154;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - pozostałe;2021;143;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - pozostałe;2022;125;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina kierujących pojazdami - pozostałe;2023;122;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - ogółem;2014;122;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - ogółem;2015;83;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - ogółem;2016;105;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - ogółem;2017;97;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - ogółem;2018;82;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - ogółem;2019;62;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - ogółem;2020;52;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - ogółem;2021;43;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - ogółem;2022;38;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - ogółem;2023;42;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - nieostrożne wejście na jezdnię;2014;85;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - nieostrożne wejście na jezdnię;2015;64;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - nieostrożne wejście na jezdnię;2016;64;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - nieostrożne wejście na jezdnię;2017;63;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - nieostrożne wejście na jezdnię;2018;47;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - nieostrożne wejście na jezdnię;2019;38;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - nieostrożne wejście na jezdnię;2020;29;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - nieostrożne wejście na jezdnię;2021;27;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - nieostrożne wejście na jezdnię;2022;23;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - nieostrożne wejście na jezdnię;2023;24;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - pozostałe;2014;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - pozostałe;2015;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - pozostałe;2016;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - pozostałe;2017;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - pozostałe;2018;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - pozostałe;2019;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - pozostałe;2020;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - pozostałe;2021;16;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - pozostałe;2022;15;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pieszych - pozostałe;2023;18;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pasażerów;2014;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pasażerów;2015;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pasażerów;2016;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pasażerów;2017;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pasażerów;2018;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pasażerów;2019;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pasażerów;2020;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pasażerów;2021;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pasażerów;2022;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;wina pasażerów;2023;5;szt.; 
2600000;ŚWIĘTOKRZYSKIE;współwina;2014;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;współwina;2015;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;współwina;2016;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;współwina;2017;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;współwina;2018;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;współwina;2019;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;współwina;2020;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;współwina;2021;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;współwina;2022;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;współwina;2023;16;szt.; 
2600000;ŚWIĘTOKRZYSKIE;pozostałe przyczyny;2014;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;pozostałe przyczyny;2015;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;pozostałe przyczyny;2016;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;pozostałe przyczyny;2017;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;pozostałe przyczyny;2018;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;pozostałe przyczyny;2019;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;pozostałe przyczyny;2020;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;pozostałe przyczyny;2021;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;pozostałe przyczyny;2022;-;szt.; 
2600000;ŚWIĘTOKRZYSKIE;pozostałe przyczyny;2023;25;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2014;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2015;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2016;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2017;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2018;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2019;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2020;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2021;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2022;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2023;758;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - ogółem;2014;1317;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - ogółem;2015;1259;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - ogółem;2016;1331;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - ogółem;2017;1220;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - ogółem;2018;1062;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - ogółem;2019;1056;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - ogółem;2020;912;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - ogółem;2021;818;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - ogółem;2022;725;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - ogółem;2023;672;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2014;511;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2015;482;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2016;506;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2017;432;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2018;343;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2019;373;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2020;324;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2021;305;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2022;265;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2023;216;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2014;279;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2015;258;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2016;237;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2017;214;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2018;234;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2019;224;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2020;178;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2021;153;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2022;133;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2023;112;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2014;78;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2015;73;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2016;77;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2017;75;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2018;51;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2019;53;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2020;48;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2021;49;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2022;37;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2023;33;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2014;168;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2015;144;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2016;152;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2017;163;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2018;130;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2019;126;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2020;107;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2021;91;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2022;91;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2023;98;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2014;91;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2015;89;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2016;80;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2017;92;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2018;65;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2019;58;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2020;68;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2021;43;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2022;41;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2023;44;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - pozostałe;2014;190;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - pozostałe;2015;213;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - pozostałe;2016;279;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - pozostałe;2017;244;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - pozostałe;2018;239;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - pozostałe;2019;222;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - pozostałe;2020;187;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - pozostałe;2021;177;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - pozostałe;2022;158;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina kierujących pojazdami - pozostałe;2023;169;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - ogółem;2014;116;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - ogółem;2015;92;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - ogółem;2016;95;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - ogółem;2017;86;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - ogółem;2018;65;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - ogółem;2019;63;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - ogółem;2020;50;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - ogółem;2021;36;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - ogółem;2022;46;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - ogółem;2023;22;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - nieostrożne wejście na jezdnię;2014;83;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - nieostrożne wejście na jezdnię;2015;63;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - nieostrożne wejście na jezdnię;2016;60;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - nieostrożne wejście na jezdnię;2017;55;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - nieostrożne wejście na jezdnię;2018;37;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - nieostrożne wejście na jezdnię;2019;42;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - nieostrożne wejście na jezdnię;2020;33;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - nieostrożne wejście na jezdnię;2021;25;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - nieostrożne wejście na jezdnię;2022;32;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - nieostrożne wejście na jezdnię;2023;12;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - pozostałe;2014;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - pozostałe;2015;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - pozostałe;2016;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - pozostałe;2017;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - pozostałe;2018;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - pozostałe;2019;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - pozostałe;2020;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - pozostałe;2021;11;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - pozostałe;2022;14;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pieszych - pozostałe;2023;10;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pasażerów;2014;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pasażerów;2015;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pasażerów;2016;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pasażerów;2017;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pasażerów;2018;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pasażerów;2019;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pasażerów;2020;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pasażerów;2021;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pasażerów;2022;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;wina pasażerów;2023;3;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;współwina;2014;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;współwina;2015;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;współwina;2016;-;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;współwina;2017;-;szt.; 
