Kod;Nazwa;Wypadki drogowe według pojazdu sprawcy;Rok;Wartosc;Jednostka miary;Region_Type
0;POLSKA;ogółem;2002;-;szt.;kraj
0;POLSKA;ogółem;2003;-;szt.;kraj
0;POLSKA;ogółem;2004;-;szt.;kraj
0;POLSKA;ogółem;2005;-;szt.;kraj
0;POLSKA;ogółem;2006;-;szt.;kraj
0;POLSKA;ogółem;2007;-;szt.;kraj
0;POLSKA;ogółem;2008;-;szt.;kraj
0;POLSKA;ogółem;2009;-;szt.;kraj
0;POLSKA;ogółem;2010;-;szt.;kraj
0;POLSKA;ogółem;2011;-;szt.;kraj
0;POLSKA;ogółem;2012;-;szt.;kraj
0;POLSKA;ogółem;2013;-;szt.;kraj
0;POLSKA;ogółem;2014;28716;szt.;kraj
0;POLSKA;ogółem;2015;27307;szt.;kraj
0;POLSKA;ogółem;2016;29081;szt.;kraj
0;POLSKA;ogółem;2017;28359;szt.;kraj
0;POLSKA;ogółem;2018;27507;szt.;kraj
0;POLSKA;ogółem;2019;26534;szt.;kraj
0;POLSKA;ogółem;2020;20999;szt.;kraj
0;POLSKA;ogółem;2021;20623;szt.;kraj
0;POLSKA;ogółem;2022;19391;szt.;kraj
0;POLSKA;ogółem;2023;19058;szt.;kraj
0;POLSKA;samochody osobowe;2002;-;szt.;kraj
0;POLSKA;samochody osobowe;2003;-;szt.;kraj
0;POLSKA;samochody osobowe;2004;-;szt.;kraj
0;POLSKA;samochody osobowe;2005;-;szt.;kraj
0;POLSKA;samochody osobowe;2006;-;szt.;kraj
0;POLSKA;samochody osobowe;2007;-;szt.;kraj
0;POLSKA;samochody osobowe;2008;-;szt.;kraj
0;POLSKA;samochody osobowe;2009;-;szt.;kraj
0;POLSKA;samochody osobowe;2010;-;szt.;kraj
0;POLSKA;samochody osobowe;2011;-;szt.;kraj
0;POLSKA;samochody osobowe;2012;-;szt.;kraj
0;POLSKA;samochody osobowe;2013;-;szt.;kraj
0;POLSKA;samochody osobowe;2014;22036;szt.;kraj
0;POLSKA;samochody osobowe;2015;21299;szt.;kraj
0;POLSKA;samochody osobowe;2016;22134;szt.;kraj
0;POLSKA;samochody osobowe;2017;21733;szt.;kraj
0;POLSKA;samochody osobowe;2018;20590;szt.;kraj
0;POLSKA;samochody osobowe;2019;19833;szt.;kraj
0;POLSKA;samochody osobowe;2020;15429;szt.;kraj
0;POLSKA;samochody osobowe;2021;15066;szt.;kraj
0;POLSKA;samochody osobowe;2022;13959;szt.;kraj
0;POLSKA;samochody osobowe;2023;14013;szt.;kraj
0;POLSKA;motocykle;2002;-;szt.;kraj
0;POLSKA;motocykle;2003;-;szt.;kraj
0;POLSKA;motocykle;2004;-;szt.;kraj
0;POLSKA;motocykle;2005;-;szt.;kraj
0;POLSKA;motocykle;2006;-;szt.;kraj
0;POLSKA;motocykle;2007;-;szt.;kraj
0;POLSKA;motocykle;2008;-;szt.;kraj
0;POLSKA;motocykle;2009;-;szt.;kraj
0;POLSKA;motocykle;2010;-;szt.;kraj
0;POLSKA;motocykle;2011;-;szt.;kraj
0;POLSKA;motocykle;2012;-;szt.;kraj
0;POLSKA;motocykle;2013;-;szt.;kraj
0;POLSKA;motocykle;2014;1023;szt.;kraj
0;POLSKA;motocykle;2015;855;szt.;kraj
0;POLSKA;motocykle;2016;995;szt.;kraj
0;POLSKA;motocykle;2017;738;szt.;kraj
0;POLSKA;motocykle;2018;848;szt.;kraj
0;POLSKA;motocykle;2019;856;szt.;kraj
0;POLSKA;motocykle;2020;747;szt.;kraj
0;POLSKA;motocykle;2021;694;szt.;kraj
0;POLSKA;motocykle;2022;601;szt.;kraj
0;POLSKA;motocykle;2023;592;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2002;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2003;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2004;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2005;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2006;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2007;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2008;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2009;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2010;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2011;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2012;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2013;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2014;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2015;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2016;-;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2017;177;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2018;212;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2019;226;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2020;180;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2021;176;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2022;170;szt.;kraj
0;POLSKA;motocykle o pojemności silnika do 125 cm3;2023;155;szt.;kraj
0;POLSKA;rowery;2002;-;szt.;kraj
0;POLSKA;rowery;2003;-;szt.;kraj
0;POLSKA;rowery;2004;-;szt.;kraj
0;POLSKA;rowery;2005;-;szt.;kraj
0;POLSKA;rowery;2006;-;szt.;kraj
0;POLSKA;rowery;2007;-;szt.;kraj
0;POLSKA;rowery;2008;-;szt.;kraj
0;POLSKA;rowery;2009;-;szt.;kraj
0;POLSKA;rowery;2010;-;szt.;kraj
0;POLSKA;rowery;2011;-;szt.;kraj
0;POLSKA;rowery;2012;-;szt.;kraj
0;POLSKA;rowery;2013;-;szt.;kraj
0;POLSKA;rowery;2014;1786;szt.;kraj
0;POLSKA;rowery;2015;1644;szt.;kraj
0;POLSKA;rowery;2016;1778;szt.;kraj
0;POLSKA;rowery;2017;1546;szt.;kraj
0;POLSKA;rowery;2018;1709;szt.;kraj
0;POLSKA;rowery;2019;1626;szt.;kraj
0;POLSKA;rowery;2020;1396;szt.;kraj
0;POLSKA;rowery;2021;1221;szt.;kraj
0;POLSKA;rowery;2022;1304;szt.;kraj
0;POLSKA;rowery;2023;1313;szt.;kraj
0;POLSKA;motorowery;2002;-;szt.;kraj
0;POLSKA;motorowery;2003;-;szt.;kraj
0;POLSKA;motorowery;2004;-;szt.;kraj
0;POLSKA;motorowery;2005;-;szt.;kraj
0;POLSKA;motorowery;2006;-;szt.;kraj
0;POLSKA;motorowery;2007;-;szt.;kraj
0;POLSKA;motorowery;2008;-;szt.;kraj
0;POLSKA;motorowery;2009;-;szt.;kraj
0;POLSKA;motorowery;2010;-;szt.;kraj
0;POLSKA;motorowery;2011;-;szt.;kraj
0;POLSKA;motorowery;2012;-;szt.;kraj
0;POLSKA;motorowery;2013;-;szt.;kraj
0;POLSKA;motorowery;2014;855;szt.;kraj
0;POLSKA;motorowery;2015;726;szt.;kraj
0;POLSKA;motorowery;2016;731;szt.;kraj
0;POLSKA;motorowery;2017;603;szt.;kraj
0;POLSKA;motorowery;2018;634;szt.;kraj
0;POLSKA;motorowery;2019;590;szt.;kraj
0;POLSKA;motorowery;2020;466;szt.;kraj
0;POLSKA;motorowery;2021;402;szt.;kraj
0;POLSKA;motorowery;2022;385;szt.;kraj
0;POLSKA;motorowery;2023;308;szt.;kraj
0;POLSKA;samochody ciężarowe;2002;-;szt.;kraj
0;POLSKA;samochody ciężarowe;2003;-;szt.;kraj
0;POLSKA;samochody ciężarowe;2004;-;szt.;kraj
0;POLSKA;samochody ciężarowe;2005;-;szt.;kraj
0;POLSKA;samochody ciężarowe;2006;-;szt.;kraj
0;POLSKA;samochody ciężarowe;2007;-;szt.;kraj
0;POLSKA;samochody ciężarowe;2008;-;szt.;kraj
0;POLSKA;samochody ciężarowe;2009;-;szt.;kraj
0;POLSKA;samochody ciężarowe;2010;-;szt.;kraj
0;POLSKA;samochody ciężarowe;2011;-;szt.;kraj
0;POLSKA;samochody ciężarowe;2012;-;szt.;kraj
0;POLSKA;samochody ciężarowe;2013;-;szt.;kraj
0;POLSKA;samochody ciężarowe;2014;1850;szt.;kraj
0;POLSKA;samochody ciężarowe;2015;1602;szt.;kraj
0;POLSKA;samochody ciężarowe;2016;2201;szt.;kraj
0;POLSKA;samochody ciężarowe;2017;2284;szt.;kraj
0;POLSKA;samochody ciężarowe;2018;2217;szt.;kraj
0;POLSKA;samochody ciężarowe;2019;2131;szt.;kraj
0;POLSKA;samochody ciężarowe;2020;1758;szt.;kraj
0;POLSKA;samochody ciężarowe;2021;1977;szt.;kraj
0;POLSKA;samochody ciężarowe;2022;1692;szt.;kraj
0;POLSKA;samochody ciężarowe;2023;1481;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2002;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2003;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2004;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2005;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2006;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2007;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2008;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2009;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2010;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2011;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2012;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2013;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2014;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2015;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2016;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2017;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2018;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2019;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2020;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2021;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2022;-;szt.;kraj
0;POLSKA;hulajnogi elektryczne			;2023;264;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2002;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2003;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2004;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2005;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2006;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2007;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2008;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2009;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2010;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2011;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2012;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2013;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2014;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2015;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2016;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2017;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2018;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2019;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2020;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2021;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2022;-;szt.;kraj
0;POLSKA;urządzenie transportu osobistego;2023;8;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2002;-;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2003;-;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2004;-;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2005;-;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2006;-;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2007;-;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2008;-;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2009;-;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2010;-;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2011;-;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2012;-;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2013;-;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2014;1166;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2015;1181;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2016;1242;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2017;1278;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2018;1297;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2019;1272;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2020;1023;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2021;1087;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2022;1280;szt.;kraj
0;POLSKA;inne pojazdy - ogółem;2023;924;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2002;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2003;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2004;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2005;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2006;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2007;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2008;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2009;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2010;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2011;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2012;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2013;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2014;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2015;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2016;-;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2017;530;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2018;567;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2019;588;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2020;482;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2021;385;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2022;330;szt.;kraj
0;POLSKA;inne pojazdy - pojazd nieustalony;2023;338;szt.;kraj
200000;DOLNOŚLĄSKIE;ogółem;2002;-;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2003;-;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2004;-;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2005;-;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2006;-;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2007;-;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2008;-;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2009;-;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2010;-;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2011;-;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2012;-;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2013;-;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2014;2032;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2015;1875;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2016;1998;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2017;1866;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2018;1863;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2019;1642;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2020;1393;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2021;1542;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2022;1702;szt.;województwo
200000;DOLNOŚLĄSKIE;ogółem;2023;1651;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2002;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2003;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2004;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2005;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2006;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2007;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2008;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2009;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2010;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2011;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2012;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2013;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2014;1602;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2015;1461;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2016;1519;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2017;1403;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2018;1359;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2019;1185;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2020;1011;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2021;1102;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2022;1216;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody osobowe;2023;1176;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2002;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2003;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2004;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2005;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2006;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2007;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2008;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2009;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2010;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2011;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2012;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2013;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2014;88;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2015;77;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2016;90;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2017;69;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2018;78;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2019;74;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2020;56;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2021;70;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2022;65;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle;2023;72;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2002;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2003;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2004;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2005;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2006;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2007;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2008;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2009;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2010;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2011;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2012;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2013;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2014;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2015;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2016;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2017;9;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2018;17;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2019;15;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2020;13;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2021;8;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2022;18;szt.;województwo
200000;DOLNOŚLĄSKIE;motocykle o pojemności silnika do 125 cm3;2023;20;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2002;-;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2003;-;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2004;-;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2005;-;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2006;-;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2007;-;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2008;-;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2009;-;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2010;-;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2011;-;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2012;-;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2013;-;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2014;94;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2015;112;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2016;113;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2017;106;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2018;111;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2019;98;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2020;85;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2021;99;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2022;115;szt.;województwo
200000;DOLNOŚLĄSKIE;rowery;2023;124;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2002;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2003;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2004;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2005;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2006;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2007;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2008;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2009;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2010;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2011;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2012;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2013;-;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2014;54;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2015;46;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2016;39;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2017;35;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2018;40;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2019;31;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2020;25;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2021;20;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2022;20;szt.;województwo
200000;DOLNOŚLĄSKIE;motorowery;2023;21;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2002;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2003;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2004;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2005;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2006;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2007;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2008;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2009;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2010;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2011;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2012;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2013;-;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2014;139;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2015;112;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2016;176;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2017;159;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2018;156;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2019;145;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2020;134;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2021;163;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2022;146;szt.;województwo
200000;DOLNOŚLĄSKIE;samochody ciężarowe;2023;128;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2002;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2003;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2004;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2005;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2006;-;szt.;województwo
