Kod;Nazwa;Wypadki drogowe według pojazdu sprawcy;Rok;Wartosc;Jednostka miary;Region_Type
600000;LUBELSKIE;samochody ciężarowe;2002;-;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2003;-;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2004;-;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2005;-;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2006;-;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2007;-;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2008;-;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2009;-;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2010;-;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2011;-;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2012;-;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2013;-;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2014;78;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2015;68;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2016;88;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2017;77;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2018;70;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2019;78;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2020;61;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2021;80;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2022;55;szt.;województwo
600000;LUBELSKIE;samochody ciężarowe;2023;48;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2002;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2003;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2004;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2005;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2006;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2007;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2008;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2009;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2010;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2011;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2012;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2013;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2014;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2015;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2016;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2017;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2018;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2019;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2020;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2021;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2022;-;szt.;województwo
600000;LUBELSKIE;hulajnogi elektryczne			;2023;1;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2002;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2003;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2004;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2005;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2006;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2007;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2008;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2009;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2010;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2011;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2012;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2013;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2014;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2015;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2016;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2017;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2018;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2019;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2020;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2021;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2022;-;szt.;województwo
600000;LUBELSKIE;urządzenie transportu osobistego;2023;0;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2002;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2003;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2004;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2005;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2006;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2007;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2008;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2009;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2010;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2011;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2012;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2013;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2014;34;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2015;35;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2016;29;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2017;44;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2018;38;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2019;45;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2020;41;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2021;44;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2022;43;szt.;województwo
600000;LUBELSKIE;inne pojazdy - ogółem;2023;34;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2002;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2003;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2004;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2005;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2006;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2007;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2008;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2009;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2010;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2011;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2012;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2013;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2014;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2015;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2016;-;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2017;14;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2018;10;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2019;22;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2020;14;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2021;12;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2022;8;szt.;województwo
600000;LUBELSKIE;inne pojazdy - pojazd nieustalony;2023;7;szt.;województwo
800000;LUBUSKIE;ogółem;2002;-;szt.;województwo
800000;LUBUSKIE;ogółem;2003;-;szt.;województwo
800000;LUBUSKIE;ogółem;2004;-;szt.;województwo
800000;LUBUSKIE;ogółem;2005;-;szt.;województwo
800000;LUBUSKIE;ogółem;2006;-;szt.;województwo
800000;LUBUSKIE;ogółem;2007;-;szt.;województwo
800000;LUBUSKIE;ogółem;2008;-;szt.;województwo
800000;LUBUSKIE;ogółem;2009;-;szt.;województwo
800000;LUBUSKIE;ogółem;2010;-;szt.;województwo
800000;LUBUSKIE;ogółem;2011;-;szt.;województwo
800000;LUBUSKIE;ogółem;2012;-;szt.;województwo
800000;LUBUSKIE;ogółem;2013;-;szt.;województwo
800000;LUBUSKIE;ogółem;2014;632;szt.;województwo
800000;LUBUSKIE;ogółem;2015;560;szt.;województwo
800000;LUBUSKIE;ogółem;2016;616;szt.;województwo
800000;LUBUSKIE;ogółem;2017;636;szt.;województwo
800000;LUBUSKIE;ogółem;2018;595;szt.;województwo
800000;LUBUSKIE;ogółem;2019;582;szt.;województwo
800000;LUBUSKIE;ogółem;2020;551;szt.;województwo
800000;LUBUSKIE;ogółem;2021;497;szt.;województwo
800000;LUBUSKIE;ogółem;2022;459;szt.;województwo
800000;LUBUSKIE;ogółem;2023;419;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2002;-;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2003;-;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2004;-;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2005;-;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2006;-;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2007;-;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2008;-;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2009;-;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2010;-;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2011;-;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2012;-;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2013;-;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2014;460;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2015;423;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2016;459;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2017;488;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2018;438;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2019;418;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2020;410;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2021;381;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2022;353;szt.;województwo
800000;LUBUSKIE;samochody osobowe;2023;328;szt.;województwo
800000;LUBUSKIE;motocykle;2002;-;szt.;województwo
800000;LUBUSKIE;motocykle;2003;-;szt.;województwo
800000;LUBUSKIE;motocykle;2004;-;szt.;województwo
800000;LUBUSKIE;motocykle;2005;-;szt.;województwo
800000;LUBUSKIE;motocykle;2006;-;szt.;województwo
800000;LUBUSKIE;motocykle;2007;-;szt.;województwo
800000;LUBUSKIE;motocykle;2008;-;szt.;województwo
800000;LUBUSKIE;motocykle;2009;-;szt.;województwo
800000;LUBUSKIE;motocykle;2010;-;szt.;województwo
800000;LUBUSKIE;motocykle;2011;-;szt.;województwo
800000;LUBUSKIE;motocykle;2012;-;szt.;województwo
800000;LUBUSKIE;motocykle;2013;-;szt.;województwo
800000;LUBUSKIE;motocykle;2014;28;szt.;województwo
800000;LUBUSKIE;motocykle;2015;23;szt.;województwo
800000;LUBUSKIE;motocykle;2016;25;szt.;województwo
800000;LUBUSKIE;motocykle;2017;23;szt.;województwo
800000;LUBUSKIE;motocykle;2018;31;szt.;województwo
800000;LUBUSKIE;motocykle;2019;35;szt.;województwo
800000;LUBUSKIE;motocykle;2020;28;szt.;województwo
800000;LUBUSKIE;motocykle;2021;14;szt.;województwo
800000;LUBUSKIE;motocykle;2022;22;szt.;województwo
800000;LUBUSKIE;motocykle;2023;14;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2002;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2003;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2004;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2005;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2006;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2007;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2008;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2009;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2010;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2011;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2012;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2013;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2014;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2015;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2016;-;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2017;2;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2018;3;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2019;4;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2020;5;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2021;2;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2022;0;szt.;województwo
800000;LUBUSKIE;motocykle o pojemności silnika do 125 cm3;2023;0;szt.;województwo
800000;LUBUSKIE;rowery;2002;-;szt.;województwo
800000;LUBUSKIE;rowery;2003;-;szt.;województwo
800000;LUBUSKIE;rowery;2004;-;szt.;województwo
800000;LUBUSKIE;rowery;2005;-;szt.;województwo
800000;LUBUSKIE;rowery;2006;-;szt.;województwo
800000;LUBUSKIE;rowery;2007;-;szt.;województwo
800000;LUBUSKIE;rowery;2008;-;szt.;województwo
800000;LUBUSKIE;rowery;2009;-;szt.;województwo
800000;LUBUSKIE;rowery;2010;-;szt.;województwo
800000;LUBUSKIE;rowery;2011;-;szt.;województwo
800000;LUBUSKIE;rowery;2012;-;szt.;województwo
800000;LUBUSKIE;rowery;2013;-;szt.;województwo
800000;LUBUSKIE;rowery;2014;36;szt.;województwo
800000;LUBUSKIE;rowery;2015;34;szt.;województwo
800000;LUBUSKIE;rowery;2016;30;szt.;województwo
800000;LUBUSKIE;rowery;2017;19;szt.;województwo
800000;LUBUSKIE;rowery;2018;27;szt.;województwo
800000;LUBUSKIE;rowery;2019;27;szt.;województwo
800000;LUBUSKIE;rowery;2020;36;szt.;województwo
800000;LUBUSKIE;rowery;2021;29;szt.;województwo
800000;LUBUSKIE;rowery;2022;22;szt.;województwo
800000;LUBUSKIE;rowery;2023;14;szt.;województwo
800000;LUBUSKIE;motorowery;2002;-;szt.;województwo
800000;LUBUSKIE;motorowery;2003;-;szt.;województwo
800000;LUBUSKIE;motorowery;2004;-;szt.;województwo
800000;LUBUSKIE;motorowery;2005;-;szt.;województwo
800000;LUBUSKIE;motorowery;2006;-;szt.;województwo
800000;LUBUSKIE;motorowery;2007;-;szt.;województwo
800000;LUBUSKIE;motorowery;2008;-;szt.;województwo
800000;LUBUSKIE;motorowery;2009;-;szt.;województwo
800000;LUBUSKIE;motorowery;2010;-;szt.;województwo
800000;LUBUSKIE;motorowery;2011;-;szt.;województwo
800000;LUBUSKIE;motorowery;2012;-;szt.;województwo
800000;LUBUSKIE;motorowery;2013;-;szt.;województwo
800000;LUBUSKIE;motorowery;2014;21;szt.;województwo
800000;LUBUSKIE;motorowery;2015;14;szt.;województwo
800000;LUBUSKIE;motorowery;2016;25;szt.;województwo
800000;LUBUSKIE;motorowery;2017;22;szt.;województwo
800000;LUBUSKIE;motorowery;2018;17;szt.;województwo
800000;LUBUSKIE;motorowery;2019;21;szt.;województwo
800000;LUBUSKIE;motorowery;2020;10;szt.;województwo
800000;LUBUSKIE;motorowery;2021;15;szt.;województwo
800000;LUBUSKIE;motorowery;2022;12;szt.;województwo
800000;LUBUSKIE;motorowery;2023;10;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2002;-;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2003;-;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2004;-;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2005;-;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2006;-;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2007;-;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2008;-;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2009;-;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2010;-;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2011;-;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2012;-;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2013;-;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2014;51;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2015;37;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2016;53;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2017;65;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2018;62;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2019;60;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2020;51;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2021;48;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2022;37;szt.;województwo
800000;LUBUSKIE;samochody ciężarowe;2023;46;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2002;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2003;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2004;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2005;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2006;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2007;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2008;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2009;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2010;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2011;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2012;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2013;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2014;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2015;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2016;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2017;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2018;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2019;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2020;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2021;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2022;-;szt.;województwo
800000;LUBUSKIE;hulajnogi elektryczne			;2023;2;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2002;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2003;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2004;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2005;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2006;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2007;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2008;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2009;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2010;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2011;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2012;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2013;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2014;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2015;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2016;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2017;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2018;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2019;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2020;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2021;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2022;-;szt.;województwo
800000;LUBUSKIE;urządzenie transportu osobistego;2023;0;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2002;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2003;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2004;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2005;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2006;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2007;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2008;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2009;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2010;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2011;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2012;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2013;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2014;36;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2015;29;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2016;24;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2017;17;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2018;17;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2019;17;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2020;11;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2021;8;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2022;13;szt.;województwo
800000;LUBUSKIE;inne pojazdy - ogółem;2023;5;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2002;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2003;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2004;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2005;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2006;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2007;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2008;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2009;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2010;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2011;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2012;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2013;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2014;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2015;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2016;-;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2017;9;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2018;13;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2019;5;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2020;3;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2021;4;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2022;2;szt.;województwo
800000;LUBUSKIE;inne pojazdy - pojazd nieustalony;2023;2;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2002;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2003;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2004;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2005;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2006;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2007;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2008;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2009;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2010;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2011;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2012;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2013;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2014;3409;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2015;3454;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2016;3729;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2017;3343;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2018;3307;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2019;2928;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2020;2199;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2021;2093;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2022;1997;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2023;1944;szt.;województwo
1000000;ŁÓDZKIE;samochody osobowe;2002;-;szt.;województwo
1000000;ŁÓDZKIE;samochody osobowe;2003;-;szt.;województwo
1000000;ŁÓDZKIE;samochody osobowe;2004;-;szt.;województwo
1000000;ŁÓDZKIE;samochody osobowe;2005;-;szt.;województwo
1000000;ŁÓDZKIE;samochody osobowe;2006;-;szt.;województwo
1000000;ŁÓDZKIE;samochody osobowe;2007;-;szt.;województwo
1000000;ŁÓDZKIE;samochody osobowe;2008;-;szt.;województwo
1000000;ŁÓDZKIE;samochody osobowe;2009;-;szt.;województwo
1000000;ŁÓDZKIE;samochody osobowe;2010;-;szt.;województwo
1000000;ŁÓDZKIE;samochody osobowe;2011;-;szt.;województwo
1000000;ŁÓDZKIE;samochody osobowe;2012;-;szt.;województwo
