Kod;Nazwa;Ważniejsze przyczyny wypadków;Rok;Wartosc;Jednostka miary;Region_Type
1800000;PODKARPACKIE;ogółem;2014;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2015;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2016;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2017;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2018;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2019;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2020;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2021;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2022;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2023;1193;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - ogółem;2014;1478;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - ogółem;2015;1445;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - ogółem;2016;1488;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - ogółem;2017;1501;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - ogółem;2018;1322;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - ogółem;2019;1328;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - ogółem;2020;1032;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - ogółem;2021;1116;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - ogółem;2022;952;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - ogółem;2023;1078;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2014;341;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2015;351;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2016;334;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2017;343;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2018;300;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2019;302;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2020;317;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2021;323;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2022;256;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2023;223;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2014;442;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2015;393;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2016;407;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2017;395;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2018;379;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2019;365;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2020;311;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2021;313;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2022;214;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2023;285;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2014;82;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2015;77;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2016;67;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2017;54;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2018;70;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2019;57;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2020;39;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2021;56;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2022;35;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2023;54;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2014;174;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2015;157;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2016;135;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2017;160;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2018;116;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2019;143;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2020;87;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2021;91;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2022;99;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2023;121;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2014;166;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2015;180;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2016;205;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2017;225;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2018;140;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2019;156;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2020;79;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2021;118;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2022;110;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2023;129;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - pozostałe;2014;273;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - pozostałe;2015;287;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - pozostałe;2016;340;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - pozostałe;2017;324;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - pozostałe;2018;317;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - pozostałe;2019;305;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - pozostałe;2020;199;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - pozostałe;2021;215;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - pozostałe;2022;238;szt.;województwo
1800000;PODKARPACKIE;wina kierujących pojazdami - pozostałe;2023;266;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - ogółem;2014;143;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - ogółem;2015;139;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - ogółem;2016;117;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - ogółem;2017;106;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - ogółem;2018;91;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - ogółem;2019;91;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - ogółem;2020;82;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - ogółem;2021;65;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - ogółem;2022;57;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - ogółem;2023;62;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - nieostrożne wejście na jezdnię;2014;119;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - nieostrożne wejście na jezdnię;2015;103;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - nieostrożne wejście na jezdnię;2016;92;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - nieostrożne wejście na jezdnię;2017;79;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - nieostrożne wejście na jezdnię;2018;62;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - nieostrożne wejście na jezdnię;2019;60;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - nieostrożne wejście na jezdnię;2020;59;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - nieostrożne wejście na jezdnię;2021;46;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - nieostrożne wejście na jezdnię;2022;46;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - nieostrożne wejście na jezdnię;2023;47;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - pozostałe;2014;-;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - pozostałe;2015;-;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - pozostałe;2016;-;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - pozostałe;2017;-;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - pozostałe;2018;-;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - pozostałe;2019;-;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - pozostałe;2020;-;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - pozostałe;2021;19;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - pozostałe;2022;11;szt.;województwo
1800000;PODKARPACKIE;wina pieszych - pozostałe;2023;15;szt.;województwo
1800000;PODKARPACKIE;wina pasażerów;2014;-;szt.;województwo
1800000;PODKARPACKIE;wina pasażerów;2015;-;szt.;województwo
1800000;PODKARPACKIE;wina pasażerów;2016;-;szt.;województwo
1800000;PODKARPACKIE;wina pasażerów;2017;-;szt.;województwo
1800000;PODKARPACKIE;wina pasażerów;2018;-;szt.;województwo
1800000;PODKARPACKIE;wina pasażerów;2019;-;szt.;województwo
1800000;PODKARPACKIE;wina pasażerów;2020;-;szt.;województwo
1800000;PODKARPACKIE;wina pasażerów;2021;-;szt.;województwo
1800000;PODKARPACKIE;wina pasażerów;2022;-;szt.;województwo
1800000;PODKARPACKIE;wina pasażerów;2023;5;szt.;województwo
1800000;PODKARPACKIE;współwina;2014;-;szt.;województwo
1800000;PODKARPACKIE;współwina;2015;-;szt.;województwo
1800000;PODKARPACKIE;współwina;2016;-;szt.;województwo
1800000;PODKARPACKIE;współwina;2017;-;szt.;województwo
1800000;PODKARPACKIE;współwina;2018;-;szt.;województwo
1800000;PODKARPACKIE;współwina;2019;-;szt.;województwo
1800000;PODKARPACKIE;współwina;2020;-;szt.;województwo
1800000;PODKARPACKIE;współwina;2021;-;szt.;województwo
1800000;PODKARPACKIE;współwina;2022;-;szt.;województwo
1800000;PODKARPACKIE;współwina;2023;15;szt.;województwo
1800000;PODKARPACKIE;pozostałe przyczyny;2014;-;szt.;województwo
1800000;PODKARPACKIE;pozostałe przyczyny;2015;-;szt.;województwo
1800000;PODKARPACKIE;pozostałe przyczyny;2016;-;szt.;województwo
1800000;PODKARPACKIE;pozostałe przyczyny;2017;-;szt.;województwo
1800000;PODKARPACKIE;pozostałe przyczyny;2018;-;szt.;województwo
1800000;PODKARPACKIE;pozostałe przyczyny;2019;-;szt.;województwo
1800000;PODKARPACKIE;pozostałe przyczyny;2020;-;szt.;województwo
1800000;PODKARPACKIE;pozostałe przyczyny;2021;-;szt.;województwo
1800000;PODKARPACKIE;pozostałe przyczyny;2022;-;szt.;województwo
1800000;PODKARPACKIE;pozostałe przyczyny;2023;33;szt.;województwo
2000000;PODLASKIE;ogółem;2014;-;szt.;województwo
2000000;PODLASKIE;ogółem;2015;-;szt.;województwo
2000000;PODLASKIE;ogółem;2016;-;szt.;województwo
2000000;PODLASKIE;ogółem;2017;-;szt.;województwo
2000000;PODLASKIE;ogółem;2018;-;szt.;województwo
2000000;PODLASKIE;ogółem;2019;-;szt.;województwo
2000000;PODLASKIE;ogółem;2020;-;szt.;województwo
2000000;PODLASKIE;ogółem;2021;-;szt.;województwo
2000000;PODLASKIE;ogółem;2022;-;szt.;województwo
2000000;PODLASKIE;ogółem;2023;346;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - ogółem;2014;564;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - ogółem;2015;582;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - ogółem;2016;613;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - ogółem;2017;622;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - ogółem;2018;605;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - ogółem;2019;515;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - ogółem;2020;393;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - ogółem;2021;400;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - ogółem;2022;310;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - ogółem;2023;314;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2014;156;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2015;139;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2016;153;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2017;134;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2018;127;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2019;121;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2020;117;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2021;95;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2022;79;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2023;68;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2014;127;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2015;166;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2016;151;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2017;151;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2018;156;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2019;131;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2020;102;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2021;121;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2022;65;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2023;87;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2014;54;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2015;34;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2016;35;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2017;35;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2018;44;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2019;53;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2020;17;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2021;25;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2022;18;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2023;21;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2014;89;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2015;94;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2016;92;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2017;104;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2018;82;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2019;80;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2020;56;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2021;54;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2022;49;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2023;56;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2014;27;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2015;47;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2016;46;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2017;51;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2018;42;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2019;35;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2020;20;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2021;20;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2022;22;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2023;9;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - pozostałe;2014;111;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - pozostałe;2015;102;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - pozostałe;2016;136;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - pozostałe;2017;147;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - pozostałe;2018;154;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - pozostałe;2019;95;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - pozostałe;2020;81;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - pozostałe;2021;85;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - pozostałe;2022;77;szt.;województwo
2000000;PODLASKIE;wina kierujących pojazdami - pozostałe;2023;73;szt.;województwo
2000000;PODLASKIE;wina pieszych - ogółem;2014;68;szt.;województwo
2000000;PODLASKIE;wina pieszych - ogółem;2015;52;szt.;województwo
2000000;PODLASKIE;wina pieszych - ogółem;2016;41;szt.;województwo
2000000;PODLASKIE;wina pieszych - ogółem;2017;28;szt.;województwo
2000000;PODLASKIE;wina pieszych - ogółem;2018;34;szt.;województwo
2000000;PODLASKIE;wina pieszych - ogółem;2019;38;szt.;województwo
2000000;PODLASKIE;wina pieszych - ogółem;2020;24;szt.;województwo
2000000;PODLASKIE;wina pieszych - ogółem;2021;18;szt.;województwo
2000000;PODLASKIE;wina pieszych - ogółem;2022;11;szt.;województwo
2000000;PODLASKIE;wina pieszych - ogółem;2023;15;szt.;województwo
2000000;PODLASKIE;wina pieszych - nieostrożne wejście na jezdnię;2014;41;szt.;województwo
2000000;PODLASKIE;wina pieszych - nieostrożne wejście na jezdnię;2015;25;szt.;województwo
2000000;PODLASKIE;wina pieszych - nieostrożne wejście na jezdnię;2016;22;szt.;województwo
2000000;PODLASKIE;wina pieszych - nieostrożne wejście na jezdnię;2017;14;szt.;województwo
2000000;PODLASKIE;wina pieszych - nieostrożne wejście na jezdnię;2018;22;szt.;województwo
2000000;PODLASKIE;wina pieszych - nieostrożne wejście na jezdnię;2019;24;szt.;województwo
2000000;PODLASKIE;wina pieszych - nieostrożne wejście na jezdnię;2020;16;szt.;województwo
2000000;PODLASKIE;wina pieszych - nieostrożne wejście na jezdnię;2021;9;szt.;województwo
2000000;PODLASKIE;wina pieszych - nieostrożne wejście na jezdnię;2022;5;szt.;województwo
2000000;PODLASKIE;wina pieszych - nieostrożne wejście na jezdnię;2023;6;szt.;województwo
2000000;PODLASKIE;wina pieszych - pozostałe;2014;-;szt.;województwo
2000000;PODLASKIE;wina pieszych - pozostałe;2015;-;szt.;województwo
2000000;PODLASKIE;wina pieszych - pozostałe;2016;-;szt.;województwo
2000000;PODLASKIE;wina pieszych - pozostałe;2017;-;szt.;województwo
2000000;PODLASKIE;wina pieszych - pozostałe;2018;-;szt.;województwo
2000000;PODLASKIE;wina pieszych - pozostałe;2019;-;szt.;województwo
2000000;PODLASKIE;wina pieszych - pozostałe;2020;-;szt.;województwo
2000000;PODLASKIE;wina pieszych - pozostałe;2021;9;szt.;województwo
2000000;PODLASKIE;wina pieszych - pozostałe;2022;6;szt.;województwo
2000000;PODLASKIE;wina pieszych - pozostałe;2023;9;szt.;województwo
2000000;PODLASKIE;wina pasażerów;2014;-;szt.;województwo
2000000;PODLASKIE;wina pasażerów;2015;-;szt.;województwo
2000000;PODLASKIE;wina pasażerów;2016;-;szt.;województwo
2000000;PODLASKIE;wina pasażerów;2017;-;szt.;województwo
2000000;PODLASKIE;wina pasażerów;2018;-;szt.;województwo
2000000;PODLASKIE;wina pasażerów;2019;-;szt.;województwo
2000000;PODLASKIE;wina pasażerów;2020;-;szt.;województwo
2000000;PODLASKIE;wina pasażerów;2021;-;szt.;województwo
2000000;PODLASKIE;wina pasażerów;2022;-;szt.;województwo
2000000;PODLASKIE;wina pasażerów;2023;2;szt.;województwo
2000000;PODLASKIE;współwina;2014;-;szt.;województwo
2000000;PODLASKIE;współwina;2015;-;szt.;województwo
2000000;PODLASKIE;współwina;2016;-;szt.;województwo
2000000;PODLASKIE;współwina;2017;-;szt.;województwo
2000000;PODLASKIE;współwina;2018;-;szt.;województwo
2000000;PODLASKIE;współwina;2019;-;szt.;województwo
2000000;PODLASKIE;współwina;2020;-;szt.;województwo
2000000;PODLASKIE;współwina;2021;-;szt.;województwo
2000000;PODLASKIE;współwina;2022;-;szt.;województwo
2000000;PODLASKIE;współwina;2023;3;szt.;województwo
2000000;PODLASKIE;pozostałe przyczyny;2014;-;szt.;województwo
2000000;PODLASKIE;pozostałe przyczyny;2015;-;szt.;województwo
2000000;PODLASKIE;pozostałe przyczyny;2016;-;szt.;województwo
2000000;PODLASKIE;pozostałe przyczyny;2017;-;szt.;województwo
2000000;PODLASKIE;pozostałe przyczyny;2018;-;szt.;województwo
2000000;PODLASKIE;pozostałe przyczyny;2019;-;szt.;województwo
2000000;PODLASKIE;pozostałe przyczyny;2020;-;szt.;województwo
2000000;PODLASKIE;pozostałe przyczyny;2021;-;szt.;województwo
2000000;PODLASKIE;pozostałe przyczyny;2022;-;szt.;województwo
2000000;PODLASKIE;pozostałe przyczyny;2023;12;szt.;województwo
2200000;POMORSKIE;ogółem;2014;-;szt.;województwo
2200000;POMORSKIE;ogółem;2015;-;szt.;województwo
2200000;POMORSKIE;ogółem;2016;-;szt.;województwo
2200000;POMORSKIE;ogółem;2017;-;szt.;województwo
2200000;POMORSKIE;ogółem;2018;-;szt.;województwo
2200000;POMORSKIE;ogółem;2019;-;szt.;województwo
2200000;POMORSKIE;ogółem;2020;-;szt.;województwo
2200000;POMORSKIE;ogółem;2021;-;szt.;województwo
2200000;POMORSKIE;ogółem;2022;-;szt.;województwo
2200000;POMORSKIE;ogółem;2023;1558;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - ogółem;2014;2154;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - ogółem;2015;2132;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - ogółem;2016;2334;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - ogółem;2017;2239;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - ogółem;2018;2141;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - ogółem;2019;1991;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - ogółem;2020;1639;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - ogółem;2021;1623;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - ogółem;2022;1461;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - ogółem;2023;1435;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2014;621;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2015;609;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2016;633;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2017;616;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2018;489;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2019;488;szt.;województwo
2200000;POMORSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2020;474;szt.;województwo
